Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID,ReadTimeStamp,Accepted
"Thome, K.",7006460453,Importance of calibration/validation traceability for multi-sensor imaging spectrometry applications,2017,International Geoscience and Remote Sensing Symposium (IGARSS),2017-July,, 8127643,3055,3058,,,10.1109/IGARSS.2017.8127643,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041837363&partnerID=40&md5=40f506ac4aa7bfa5d1b81c97232dfab4,Conference Paper,Final,,Scopus,2-s2.0-85041837363,,
"Nukavarapu, N., Durbha, S.",57190374516; 54999762600,GEO-Visual analytics for healthcare critical infrastructure simulation model,2017,International Geoscience and Remote Sensing Symposium (IGARSS),2017-July,, 8128402,6106,6109,,,10.1109/IGARSS.2017.8128402,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041812116&partnerID=40&md5=4337105a06f3a5efbe5da536b99b9edc,Conference Paper,Final,,Scopus,2-s2.0-85041812116,,
"Al-Taliby, W., Pandit, A., Heck, H., Berber, A., Al-Taliby, W.",57190019423; 7103281599; 7005098600; 57190018714; 57190019423,Improved groundwater model calibration and evaluation using interpolated distribution of observed data,2017,International Journal of Civil Engineering and Technology,8,12,,438,450,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040684798&partnerID=40&md5=b8a19a8ea9ac33fee7d0e94365f19023,Article,Final,,Scopus,2-s2.0-85040684798,,
"Wang, B., Li, G., Liu, L.-B., Chen, K.",57199070735; 56948449000; 57200277314; 55552396100,The Low-Carbon Economy Evaluation Model and Its Empirical Research Based on the Gini Revised G1 Combination Weighting,2017,Dongbei Daxue Xuebao/Journal of Northeastern University,38,12,,1800,1804,,,10.12068/j.issn.1005-3026.2017.12.027,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040563346&partnerID=40&md5=1ce2a200b948b6d6c54119963d82165f,Article,Final,,Scopus,2-s2.0-85040563346,,
"Korobkov, I., Lavrovskaya, I., Olenev, V.",56337475300; 55570521400; 55570633300,SpaceWire-RT standard simulation models,2017,"Conference of Open Innovation Association, FRUCT",2013-April,,,63,71,,,10.23919/FRUCT.2013.8124230,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046260046&partnerID=40&md5=797e9b41d905b4acfa67e38e898efb01,Conference Paper,Final,,Scopus,2-s2.0-85046260046,,
"Yan, H., Liu, Y., Han, X., Shi, Y.",57195135204; 55742140100; 57204134570; 57201151211,An evaluation model of water quality based on DSA-ELM method,2017,ICOCN 2017 - 16th International Conference on Optical Communications and Networks,2017-January,,,1,3,,,10.1109/ICOCN.2017.8121280,https://www.scopus.com/inward/record.url?eid=2-s2.0-85043588298&partnerID=40&md5=b45c679eeb7e1f48106438694049094f,Conference Paper,Final,,Scopus,2-s2.0-85043588298,,
"Liu, Y., Zou, Z., Wu, H., Zhang, W., Cui, X.",55742154600; 57200494456; 57200506522; 15066314300; 55271599000,Rainstorm Flood Loss Analysis and Evaluation Model,2017,"Proceedings - 2nd International Conference on Smart City and Systems Engineering, ICSCSE 2017",,, 8120525,123,126,,,10.1109/ICSCSE.2017.38,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041407480&partnerID=40&md5=2679fd53df1d8d406fa6cd0bf8c1b745,Conference Paper,Final,,Scopus,2-s2.0-85041407480,,
"Kremer, G., Owezarski, P., Berthou, P.",42761723800; 6603543053; 8866462600,Cross fertilization between wireless testbeds and NS-3 simulation models,2017,"MSWiM 2017 - Proceedings of the 20th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2017-November,,,295,302,,,10.1145/3127540.3127550,https://www.scopus.com/inward/record.url?eid=2-s2.0-85050243876&partnerID=40&md5=a089ffdc1e3e3ca0d4d71258ff23cc3a,Conference Paper,Final,,Scopus,2-s2.0-85050243876,,
"Bacu, V., Nandra, C., Stefanut, T., Gorgan, D.",22833824700; 56434299800; 22035938400; 22834214500,SWAT model calibration over Cloud infrastructures using the BigEarth platform,2017,"Proceedings - 2017 IEEE 13th International Conference on Intelligent Computer Communication and Processing, ICCP 2017",,, 8117047,453,460,,,10.1109/ICCP.2017.8117047,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041447991&partnerID=40&md5=f562c8a8cc64a72b48cfc31a0ba416fc,Conference Paper,Final,,Scopus,2-s2.0-85041447991,,
"Xu, Z., Li, D., Ma, X., Wang, L.",56115801700; 57207159316; 8250076200; 57195469363,Evaluation Model of the Metallurgical Status of Base Iron for Ductile Iron Based on the Grey Correlation Theory,2017,Jixie Gongcheng Xuebao/Journal of Mechanical Engineering,53,22,,37,42,,,10.3901/JME.2017.22.037,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040560634&partnerID=40&md5=b88ff24f4db5cc98fbf2914e68d46b5c,Article,Final,Open Access,Scopus,2-s2.0-85040560634,,
"Duffau, C., Grabiec, B., Blay-Fornarino, M.",57190394085; 36606155000; 6506459149,"Towards embedded system agile development challenging verification, validation and accreditation: Application in a healthcare company",2017,"Proceedings - 2017 IEEE 28th International Symposium on Software Reliability Engineering Workshops, ISSREW 2017",,, 8109258,82,85,,,10.1109/ISSREW.2017.8,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040598751&partnerID=40&md5=a827c6e78f608340032c638cc84a08c9,Conference Paper,Final,,Scopus,2-s2.0-85040598751,,
"Han, Q., Peng, J., Rahman, S.M.M., Almogran, A., Alamri, A., Weng, T., Liu, J.",57194164653; 57169238800; 56377193300; 57200273632; 35432733300; 55138472800; 57200285487,A mathematical and simulation model on stability and parameters of multi-equilibrium points in CNNs,2017,"Proceedings of 2017 IEEE 16th International Conference on Cognitive Informatics and Cognitive Computing, ICCI*CC 2017",,, 8109767,315,318,,,10.1109/ICCI-CC.2017.8109767,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040596469&partnerID=40&md5=668adfbad3c073393aa1e06d4258c87c,Conference Paper,Final,,Scopus,2-s2.0-85040596469,,
"Jingning, Y.",57189352239,The Urban road soft foundation treatment scheme evaluation model based on the multiple attribute decision making theory,2017,"Proceedings - 2017 International Conference on Smart Grid and Electrical Automation, ICSGEA 2017",2017-January,,,576,579,,,10.1109/ICSGEA.2017.120,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044281252&partnerID=40&md5=8f112946483fbaca9aa51353ee06a2a0,Conference Paper,Final,,Scopus,2-s2.0-85044281252,,
"Lin, L.",57208181857,FNN-based reinforced concrete bridge evaluation model,2017,"Proceedings - 2017 International Conference on Smart Grid and Electrical Automation, ICSGEA 2017",2017-January,,,477,480,,,10.1109/ICSGEA.2017.85,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044266540&partnerID=40&md5=c596603e2bea52699094b64c39000637,Conference Paper,Final,,Scopus,2-s2.0-85044266540,,
"Furusho, Y., Kotani, K.",57201287642; 56038824900,Objective evaluation model for pencil still drawing images focused on the shape,2017,"2017 56th Annual Conference of the Society of Instrument and Control Engineers of Japan, SICE 2017",2017-November,,,1056,1060,,,10.23919/SICE.2017.8105590,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044222320&partnerID=40&md5=623ce260f388822d26c8e95a96e26300,Conference Paper,Final,,Scopus,2-s2.0-85044222320,,
"Im, K.H., Park, S.C., Kim, S.-H., Yeo, H.-J.",7102570153; 35068412200; 36835938800; 56602444300,Developing R &amp; D business aspect evaluation model,2017,Applied Mathematics and Information Sciences,11,6,,1625,1630,,,10.18576/amis/110609,https://www.scopus.com/inward/record.url?eid=2-s2.0-85032889999&partnerID=40&md5=6c5e2b898565af7aebdd3d9f2f610723,Article,Final,,Scopus,2-s2.0-85032889999,,
"Ibrahim, Y., Hassan, R.",55867069400; 57196033593,A revolutionary crowd model: Implemented to contrast oscillating to consistent media influence on crowd behavior,2017,Simulation,93,11,,951,971,,,10.1177/0037549717702722,https://www.scopus.com/inward/record.url?eid=2-s2.0-85031094888&partnerID=40&md5=1367f9d3c6b7c87da7639ff014b523d1,Article,Final,,Scopus,2-s2.0-85031094888,,
"Xiao, L., Tang, M., Pan, J.-S.",57191657924; 57191668047; 7404098257,A comprehensive evaluation model for traffic rule,2017,Advances in Intelligent Systems and Computing,536,,,3,10,,,10.1007/978-3-319-48490-7_1,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992426162&partnerID=40&md5=49942dac78ede5e34cc066759a9f6358,Book Chapter,Final,,Scopus,2-s2.0-84992426162,,
"Wang, C.-H., Hung, M.-H.",56049178500; 7202454350,Simulation model and optimal design for call center staffing problems,2017,Advances in Intelligent Systems and Computing,536,,,103,110,,,10.1007/978-3-319-48490-7_13,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992387950&partnerID=40&md5=7543b30d0fde836a9a4ed1fa495e0de5,Book Chapter,Final,,Scopus,2-s2.0-84992387950,,
"Li, N., Xu, M., Chen, M., Chen, L.",57201980947; 57202404953; 57199452307; 57201995321,A Security Threat Analysis and Evaluation Model for Power Field Operation Terminal,2017,"Proceedings - 10th International Conference on Intelligent Computation Technology and Automation, ICICTA 2017",2017-October,,,382,385,,,10.1109/ICICTA.2017.91,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047242519&partnerID=40&md5=155ef6637b3c9f0cb228ef9840f6dc98,Conference Paper,Final,,Scopus,2-s2.0-85047242519,,
"Yi, W., Dong, P., Wang, J.",57189044342; 12647390700; 55904263200,Customer satisfaction evaluation model of E-commerce website based on tensor analysis,2017,ACM International Conference Proceeding Series,,,,6,10,,,10.1145/3157754.3157766,https://www.scopus.com/inward/record.url?eid=2-s2.0-85045648977&partnerID=40&md5=5e856f12dce52e86f9477fd4dd414177,Conference Paper,Final,,Scopus,2-s2.0-85045648977,,
"Chang, T., Mirzaee, H., Katiraei, F., Zavala-Iraheta, M.",57206871649; 36675439900; 22835030400; 57200202703,Hardware and software model evaluation of a dynamic load balancer for mitigation of current unbalance in distribution circuits,2017,"2017 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2017",,, 8085968,,,,,10.1109/ISGT.2017.8085968,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040182279&partnerID=40&md5=8173731acd653f1c030b24b0f2e197a6,Conference Paper,Final,,Scopus,2-s2.0-85040182279,,
"Xia, X., Qu, K., Shi, J., Fan, Z., Xu, L.",36651874400; 57200190343; 55491817100; 57004134100; 55977900700,The construction of effectiveness evaluation model based on system architecture,2017,"2017 IEEE International Symposium on Systems Engineering, ISSE 2017 - Proceedings",,, 8088319,,,,,10.1109/SysEng.2017.8088319,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040125593&partnerID=40&md5=28150e85018fe07a390eade69307128b,Conference Paper,Final,,Scopus,2-s2.0-85040125593,,
"Wang, M., Xu, W.",55553730529; 57197805956,Infrared small target tracking algorithm based on multi-feature and evaluation model,2017,Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)/Journal of Huazhong University of Science and Technology (Natural Science Edition),45,10,,1,6,,,10.13245/j.hust.171001,https://www.scopus.com/inward/record.url?eid=2-s2.0-85034947973&partnerID=40&md5=e57ee8af8392266056c54bcd9881b00e,Article,Final,,Scopus,2-s2.0-85034947973,,
"Yu, L., Gu, J., Wang, S., Zhang, S.",57200164026; 7403129439; 57200165585; 56585033000,The IPTV video evaluation model based on big data,2017,"2017 IEEE 2nd International Conference on Big Data Analysis, ICBDA 2017",,, 8078798,159,163,,,10.1109/ICBDA.2017.8078798,https://www.scopus.com/inward/record.url?eid=2-s2.0-85039994351&partnerID=40&md5=5c656015a4458acaa022bfbc4f9a870d,Conference Paper,Final,,Scopus,2-s2.0-85039994351,,
"Hongbo, G., Lili, H.",37011081500; 57197874460,Research on the evaluation model of indirect economic loss in information warfare,2017,"2016 13th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2017",,, 8079869,342,345,,,10.1109/ICCWAMTIP.2016.8079869,https://www.scopus.com/inward/record.url?eid=2-s2.0-85035804442&partnerID=40&md5=b2f038e560bce20ba37c2aa1f89f0b5a,Conference Paper,Final,,Scopus,2-s2.0-85035804442,,
"Zhan, H., Liu, S.",56105598200; 26643353400,Application of grey clustering evaluation model to construction of university excellent courses,2017,"2017 IEEE International Conference on Grey Systems and Intelligent Services, GSIS 2017",,, 8077712,247,250,,,10.1109/GSIS.2017.8077712,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040109070&partnerID=40&md5=facec9120e3f1842c877a091a7594172,Conference Paper,Final,,Scopus,2-s2.0-85040109070,,
"Zhang, L., Zhu, G., Lin, S.",57200286482; 55277348900; 35770930400,A simulation model of correlated shadow fading in ultra dense networks,2017,"2017 IEEE Antennas and Propagation Society International Symposium, Proceedings",2017-January,,,2591,2592,,,10.1109/APUSNCURSINRSM.2017.8073338,https://www.scopus.com/inward/record.url?eid=2-s2.0-85042173607&partnerID=40&md5=b39442b6adbd809f6be42907835f2c63,Conference Paper,Final,,Scopus,2-s2.0-85042173607,,
"Xiao, L., Donglin, M.",57200145853; 16021108400,A novel calculable loop antenna for antenna calibration verification below 30MHz,2017,"2017 USNC-URSI Radio Science Meeting (Joint with AP-S Symposium), USNC-URSI 2017",,, 8074912,91,92,,,10.1109/USNC-URSI.2017.8074912,https://www.scopus.com/inward/record.url?eid=2-s2.0-85039927798&partnerID=40&md5=e5dbd17c7b1d4cd0322fabdfe9c6df80,Conference Paper,Final,,Scopus,2-s2.0-85039927798,,
"Abraham, V.M., Thomas, J.",57198900093; 57198887052,Species classification using hyperspectral data and model evaluation,2017,"Proceedings of IEEE International Conference on Circuit, Power and Computing Technologies, ICCPCT 2017",,, 8074367,,,,,10.1109/ICCPCT.2017.8074367,https://www.scopus.com/inward/record.url?eid=2-s2.0-85037330408&partnerID=40&md5=144c81b4480e57fecefa671fde277db9,Conference Paper,Final,,Scopus,2-s2.0-85037330408,,
"Wang, Y., Gong, S., Wang, M., Li, Q.",35218518700; 36190651900; 55731998700; 57200140786,The channel assignment scheme based on system interference evaluation model for WLAN,2017,"Proceedings of 2016 5th International Conference on Computer Science and Network Technology, ICCSNT 2016",,, 8070221,563,566,,,10.1109/ICCSNT.2016.8070221,https://www.scopus.com/inward/record.url?eid=2-s2.0-85039900367&partnerID=40&md5=f172fa04b22e88ac361703c8df571f07,Conference Paper,Final,,Scopus,2-s2.0-85039900367,,
"Qi, X.-B., Liu, D.-D., Chen, X.-X.",57197761640; 57195411397; 15841459800,Design and realization of simulation testing system,2017,"2017 2nd IEEE International Conference on Intelligent Transportation Engineering, ICITE 2017",,, 8056889,99,102,,,10.1109/ICITE.2017.8056889,https://www.scopus.com/inward/record.url?eid=2-s2.0-85034577614&partnerID=40&md5=4949b29d34417a2716ed809d4457c67f,Conference Paper,Final,,Scopus,2-s2.0-85034577614,,
"Salama, M.A., Hussein, W.B.",36761419000; 27367891200,An enhanced handwritten signature verification model applied on off-line benchmark data sets,2017,International Journal of Image and Data Fusion,8,4,,332,353,,,10.1080/19479832.2017.1315542,https://www.scopus.com/inward/record.url?eid=2-s2.0-85017416217&partnerID=40&md5=9af0cc8c5d698ff278099276a39288fd,Article,Final,,Scopus,2-s2.0-85017416217,,
"Hussein, A., Ali, M.S.",7201716564; 55486313600,Evaluation model for course and program effectiveness in higher education,2017,Computers in Education Journal,8,4,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85052531585&partnerID=40&md5=9607bf8d417e0f933b6cac59168f1283,Article,Final,,Scopus,2-s2.0-85052531585,,
"Schmal, J.P., Verheijen, P.J.T.",12240772300; 7003564902,Experience with large-scale dynamic model validation – application to industrial plant,2017,Computer Aided Chemical Engineering,40,,,325,330,,,10.1016/B978-0-444-63965-3.50056-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041613233&partnerID=40&md5=04cdc7277c6522b71c8d25e03a41302f,Book Chapter,Final,,Scopus,2-s2.0-85041613233,,
"Lee, B.-U., Park, Y.-C.",57200089919; 55494377200,Design of a dual-band class-AB/-J power amplifier with CRLH transmission line and nonlinear GaN transistor model simulation,2017,Advanced Science Letters,23,10,,9737,9741,,,10.1166/asl.2017.9787,https://www.scopus.com/inward/record.url?eid=2-s2.0-85039441457&partnerID=40&md5=be1cb116bfd40ae970f19a0862fc2cb3,Article,Final,,Scopus,2-s2.0-85039441457,,
"Cho, S.-Y., Yoo, S.-K.",54888066400; 57200085286,A quality evaluation model for hardware-control software,2017,Advanced Science Letters,23,10,,9607,9611,,,10.1166/asl.2017.9757,https://www.scopus.com/inward/record.url?eid=2-s2.0-85039423990&partnerID=40&md5=e34c3e8e3c41f92835b6c4de4f5cebff,Article,Final,,Scopus,2-s2.0-85039423990,,
"Feng, Y., Huang, B.",57189500341; 7403682154,Hierarchical and configurable trust evaluation model of cloud manufacturing services,2017,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",23,10,,2291,2303,,,10.13196/j.cims.2017.10.023,https://www.scopus.com/inward/record.url?eid=2-s2.0-85035813836&partnerID=40&md5=0aa7f2eb1a77dfb96f7e4e1334a6b71f,Article,Final,,Scopus,2-s2.0-85035813836,,
"Wang, D., Zhang, L., Zhang, S.",57197763165; 57196132138; 57197757806,Evaluation model of refrigerator cooling performance,2017,"Proceedings of 2017 IEEE 2nd Advanced Information Technology, Electronic and Automation Control Conference, IAEAC 2017",,, 8054276,1565,1569,,,10.1109/IAEAC.2017.8054276,https://www.scopus.com/inward/record.url?eid=2-s2.0-85034601042&partnerID=40&md5=75bce4774077b0b73f32736ebc06876d,Conference Paper,Final,,Scopus,2-s2.0-85034601042,,
